danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.799,0.975,1,-5.925,1,0.0735,0.04,0.00781,0.0747,0.592,126.008,audio_features,7KDkVer6KDHahrjFABNGww,spotify:track:7KDkVer6KDHahrjFABNGww,https://api.spotify.com/v1/tracks/7KDkVer6KDHahrjFABNGww,https://api.spotify.com/v1/audio-analysis/7KDkVer6KDHahrjFABNGww,167619,4
0.809,0.765,1,-4.758,1,0.0484,0.069,0.327,0.0828,0.613,128.005,audio_features,0FBdJP7yzvq88bG1keGgt4,spotify:track:0FBdJP7yzvq88bG1keGgt4,https://api.spotify.com/v1/tracks/0FBdJP7yzvq88bG1keGgt4,https://api.spotify.com/v1/audio-analysis/0FBdJP7yzvq88bG1keGgt4,223379,1
0.662,0.918,8,-6.545,0,0.0795,0.0254,0.00688,0.0968,0.592,131.98,audio_features,21ZO4KOaasihl4uBiXBYv6,spotify:track:21ZO4KOaasihl4uBiXBYv6,https://api.spotify.com/v1/tracks/21ZO4KOaasihl4uBiXBYv6,https://api.spotify.com/v1/audio-analysis/21ZO4KOaasihl4uBiXBYv6,207552,4
0.708,0.761,10,-7.572,0,0.0702,0.00221,0.797,0.117,0.535,128.022,audio_features,3nj5UffFuqIdyy0BGrBI2l,spotify:track:3nj5UffFuqIdyy0BGrBI2l,https://api.spotify.com/v1/tracks/3nj5UffFuqIdyy0BGrBI2l,https://api.spotify.com/v1/audio-analysis/3nj5UffFuqIdyy0BGrBI2l,241875,4
0.743,0.911,9,-7.352,0,0.0379,0.000708,0.131,0.0543,0.675,128.006,audio_features,5v0YaYtm8CCdyhBuv3tOBi,spotify:track:5v0YaYtm8CCdyhBuv3tOBi,https://api.spotify.com/v1/tracks/5v0YaYtm8CCdyhBuv3tOBi,https://api.spotify.com/v1/audio-analysis/5v0YaYtm8CCdyhBuv3tOBi,195938,4
0.592,0.809,5,-7.417,0,0.034,0.0124,0.424,0.109,0.281,123.009,audio_features,4wXTePdTVHsFKowOVLVCbs,spotify:track:4wXTePdTVHsFKowOVLVCbs,https://api.spotify.com/v1/tracks/4wXTePdTVHsFKowOVLVCbs,https://api.spotify.com/v1/audio-analysis/4wXTePdTVHsFKowOVLVCbs,269221,4
0.705,0.927,1,-4.398,1,0.0533,0.0347,0.0334,0.558,0.456,138.016,audio_features,42guudmirXAedLMXeeanOT,spotify:track:42guudmirXAedLMXeeanOT,https://api.spotify.com/v1/tracks/42guudmirXAedLMXeeanOT,https://api.spotify.com/v1/audio-analysis/42guudmirXAedLMXeeanOT,189565,4
0.601,0.887,5,-6.493,0,0.0396,0.000182,0.629,0.248,0.509,124.008,audio_features,5wEZ2qosMq4JnIY050e7GO,spotify:track:5wEZ2qosMq4JnIY050e7GO,https://api.spotify.com/v1/tracks/5wEZ2qosMq4JnIY050e7GO,https://api.spotify.com/v1/audio-analysis/5wEZ2qosMq4JnIY050e7GO,158717,4
0.768,0.686,10,-6.623,1,0.0393,0.0267,0.863,0.299,0.674,118.981,audio_features,5zwbClFHgqoh02DKuucyIP,spotify:track:5zwbClFHgqoh02DKuucyIP,https://api.spotify.com/v1/tracks/5zwbClFHgqoh02DKuucyIP,https://api.spotify.com/v1/audio-analysis/5zwbClFHgqoh02DKuucyIP,198686,4
0.612,0.75,11,-9.657,1,0.0406,0.000564,0.5,0.126,0.324,123.996,audio_features,0lT28ri6gK5J5PybVy7a1D,spotify:track:0lT28ri6gK5J5PybVy7a1D,https://api.spotify.com/v1/tracks/0lT28ri6gK5J5PybVy7a1D,https://api.spotify.com/v1/audio-analysis/0lT28ri6gK5J5PybVy7a1D,234185,4
0.712,0.795,11,-9.275,1,0.0366,0.757,0.786,0.0901,0.0363,112.007,audio_features,4AlgVbN9kfTfyB8IMHLni3,spotify:track:4AlgVbN9kfTfyB8IMHLni3,https://api.spotify.com/v1/tracks/4AlgVbN9kfTfyB8IMHLni3,https://api.spotify.com/v1/audio-analysis/4AlgVbN9kfTfyB8IMHLni3,143077,4
0.789,0.674,7,-5.802,0,0.0978,0.169,0.0,0.194,0.901,132.016,audio_features,65WsGJwQxiaHsNsxaicEB2,spotify:track:65WsGJwQxiaHsNsxaicEB2,https://api.spotify.com/v1/tracks/65WsGJwQxiaHsNsxaicEB2,https://api.spotify.com/v1/audio-analysis/65WsGJwQxiaHsNsxaicEB2,132386,4
0.681,0.933,0,-2.855,1,0.104,0.0221,0.00504,0.266,0.46,128.036,audio_features,6wLqNGHQIja6xqT0cfrzBB,spotify:track:6wLqNGHQIja6xqT0cfrzBB,https://api.spotify.com/v1/tracks/6wLqNGHQIja6xqT0cfrzBB,https://api.spotify.com/v1/audio-analysis/6wLqNGHQIja6xqT0cfrzBB,170578,4
0.748,0.908,5,-8.319,0,0.0504,0.0588,0.894,0.0943,0.0576,130.004,audio_features,6R84ZlQF7gGkPB6o3GLZXB,spotify:track:6R84ZlQF7gGkPB6o3GLZXB,https://api.spotify.com/v1/tracks/6R84ZlQF7gGkPB6o3GLZXB,https://api.spotify.com/v1/audio-analysis/6R84ZlQF7gGkPB6o3GLZXB,489480,4
0.609,0.912,11,-6.593,0,0.0391,0.0196,0.478,0.133,0.0391,135.027,audio_features,1eMUGMEWrvTXYWrPobq2dH,spotify:track:1eMUGMEWrvTXYWrPobq2dH,https://api.spotify.com/v1/tracks/1eMUGMEWrvTXYWrPobq2dH,https://api.spotify.com/v1/audio-analysis/1eMUGMEWrvTXYWrPobq2dH,204444,4
0.784,0.888,4,-6.617,0,0.165,0.0158,0.892,0.169,0.13,135.995,audio_features,1tkS8yt5NwTZkqFvZMxM0F,spotify:track:1tkS8yt5NwTZkqFvZMxM0F,https://api.spotify.com/v1/tracks/1tkS8yt5NwTZkqFvZMxM0F,https://api.spotify.com/v1/audio-analysis/1tkS8yt5NwTZkqFvZMxM0F,360000,4
0.677,0.872,6,-7.673,1,0.232,0.253,0.0368,0.127,0.197,138.003,audio_features,6uYnM3pZBgvEh95lrsqSJS,spotify:track:6uYnM3pZBgvEh95lrsqSJS,https://api.spotify.com/v1/tracks/6uYnM3pZBgvEh95lrsqSJS,https://api.spotify.com/v1/audio-analysis/6uYnM3pZBgvEh95lrsqSJS,136196,4
0.624,0.993,8,-3.697,0,0.0974,0.00206,0.0385,0.185,0.258,149.945,audio_features,4Bak56MdceMpCkR4LcPdD9,spotify:track:4Bak56MdceMpCkR4LcPdD9,https://api.spotify.com/v1/tracks/4Bak56MdceMpCkR4LcPdD9,https://api.spotify.com/v1/audio-analysis/4Bak56MdceMpCkR4LcPdD9,132219,4
0.67,0.748,1,-11.441,1,0.123,0.0236,0.00874,0.106,0.557,153.938,audio_features,1hmI7H4W0ChPH6vfa9i2CQ,spotify:track:1hmI7H4W0ChPH6vfa9i2CQ,https://api.spotify.com/v1/tracks/1hmI7H4W0ChPH6vfa9i2CQ,https://api.spotify.com/v1/audio-analysis/1hmI7H4W0ChPH6vfa9i2CQ,135126,4
0.706,0.975,10,-5.58,0,0.0651,0.0505,0.247,0.109,0.319,154.993,audio_features,7F7N0yugLFgKXoEACgtzD8,spotify:track:7F7N0yugLFgKXoEACgtzD8,https://api.spotify.com/v1/tracks/7F7N0yugLFgKXoEACgtzD8,https://api.spotify.com/v1/audio-analysis/7F7N0yugLFgKXoEACgtzD8,147895,4
0.611,0.906,9,-8.194,1,0.0638,0.0175,0.603,0.39,0.476,149.989,audio_features,5D8Z0KkFce9ir2yak7uj5C,spotify:track:5D8Z0KkFce9ir2yak7uj5C,https://api.spotify.com/v1/tracks/5D8Z0KkFce9ir2yak7uj5C,https://api.spotify.com/v1/audio-analysis/5D8Z0KkFce9ir2yak7uj5C,191200,4
0.659,0.93,0,-5.084,1,0.043,0.00634,0.177,0.104,0.546,135.977,audio_features,1cQld05IcUDw3RCFt7uymW,spotify:track:1cQld05IcUDw3RCFt7uymW,https://api.spotify.com/v1/tracks/1cQld05IcUDw3RCFt7uymW,https://api.spotify.com/v1/audio-analysis/1cQld05IcUDw3RCFt7uymW,169853,4
0.626,0.859,10,-7.401,1,0.0405,0.122,0.461,0.109,0.329,140.0,audio_features,2gN2Q2InNvFCt6K4uLcMdE,spotify:track:2gN2Q2InNvFCt6K4uLcMdE,https://api.spotify.com/v1/tracks/2gN2Q2InNvFCt6K4uLcMdE,https://api.spotify.com/v1/audio-analysis/2gN2Q2InNvFCt6K4uLcMdE,154286,4
0.592,0.96,1,-6.969,1,0.12,0.0249,0.858,0.445,0.0385,135.002,audio_features,1mWbB1bGjvdZR3vFtaT2gL,spotify:track:1mWbB1bGjvdZR3vFtaT2gL,https://api.spotify.com/v1/tracks/1mWbB1bGjvdZR3vFtaT2gL,https://api.spotify.com/v1/audio-analysis/1mWbB1bGjvdZR3vFtaT2gL,248889,4
0.481,0.95,4,-6.706,1,0.0823,0.0069,0.843,0.408,0.0394,140.057,audio_features,0aoeXzMxq1945xRbWHirrO,spotify:track:0aoeXzMxq1945xRbWHirrO,https://api.spotify.com/v1/tracks/0aoeXzMxq1945xRbWHirrO,https://api.spotify.com/v1/audio-analysis/0aoeXzMxq1945xRbWHirrO,126915,4
0.673,0.894,7,-5.091,0,0.112,0.0123,0.0129,0.104,0.284,149.984,audio_features,7v79EuvJq69p2keEsCd08A,spotify:track:7v79EuvJq69p2keEsCd08A,https://api.spotify.com/v1/tracks/7v79EuvJq69p2keEsCd08A,https://api.spotify.com/v1/audio-analysis/7v79EuvJq69p2keEsCd08A,131576,4
0.783,0.716,8,-7.445,1,0.0528,0.0014,0.751,0.119,0.297,133.997,audio_features,21WIoAisDlLyEsRAZX35CT,spotify:track:21WIoAisDlLyEsRAZX35CT,https://api.spotify.com/v1/tracks/21WIoAisDlLyEsRAZX35CT,https://api.spotify.com/v1/audio-analysis/21WIoAisDlLyEsRAZX35CT,406585,4
0.635,0.983,1,-6.252,0,0.0516,0.199,0.852,0.419,0.035,132.004,audio_features,0dDGl66J8riMFyp2yUn88W,spotify:track:0dDGl66J8riMFyp2yUn88W,https://api.spotify.com/v1/tracks/0dDGl66J8riMFyp2yUn88W,https://api.spotify.com/v1/audio-analysis/0dDGl66J8riMFyp2yUn88W,207273,4
0.743,0.888,5,-4.37,0,0.305,0.105,0.0319,0.583,0.335,144.989,audio_features,5Fncjn1sCuGmQbrRFLQryE,spotify:track:5Fncjn1sCuGmQbrRFLQryE,https://api.spotify.com/v1/tracks/5Fncjn1sCuGmQbrRFLQryE,https://api.spotify.com/v1/audio-analysis/5Fncjn1sCuGmQbrRFLQryE,129103,4
0.592,0.972,2,-5.88,1,0.0584,0.00243,0.749,0.0563,0.0396,135.973,audio_features,3iRA2hmhlJbODmuEahxdEU,spotify:track:3iRA2hmhlJbODmuEahxdEU,https://api.spotify.com/v1/tracks/3iRA2hmhlJbODmuEahxdEU,https://api.spotify.com/v1/audio-analysis/3iRA2hmhlJbODmuEahxdEU,268235,4
0.732,0.627,11,-13.712,1,0.0524,0.000174,0.895,0.0981,0.266,131.007,audio_features,1xcxd5hIP1hkU3IOebJkuo,spotify:track:1xcxd5hIP1hkU3IOebJkuo,https://api.spotify.com/v1/tracks/1xcxd5hIP1hkU3IOebJkuo,https://api.spotify.com/v1/audio-analysis/1xcxd5hIP1hkU3IOebJkuo,239084,4
0.736,0.845,1,-12.017,1,0.0377,0.00545,0.902,0.111,0.198,128.009,audio_features,7sovMMhuknCR0PHianjiEq,spotify:track:7sovMMhuknCR0PHianjiEq,https://api.spotify.com/v1/tracks/7sovMMhuknCR0PHianjiEq,https://api.spotify.com/v1/audio-analysis/7sovMMhuknCR0PHianjiEq,393740,4
0.696,0.814,4,-6.455,1,0.0417,0.026,0.347,0.108,0.517,131.972,audio_features,4lotSTi1ufPLtyfTLZ4VNF,spotify:track:4lotSTi1ufPLtyfTLZ4VNF,https://api.spotify.com/v1/tracks/4lotSTi1ufPLtyfTLZ4VNF,https://api.spotify.com/v1/audio-analysis/4lotSTi1ufPLtyfTLZ4VNF,312746,4
0.426,0.997,11,-3.114,0,0.0802,0.0163,0.928,0.175,0.314,160.064,audio_features,6PK5OXTOPe90bbtSlWDTJe,spotify:track:6PK5OXTOPe90bbtSlWDTJe,https://api.spotify.com/v1/tracks/6PK5OXTOPe90bbtSlWDTJe,https://api.spotify.com/v1/audio-analysis/6PK5OXTOPe90bbtSlWDTJe,139781,4
0.707,0.815,7,-6.2,1,0.147,0.00499,0.828,0.0874,0.148,133.024,audio_features,1dzvje2q7KX8k1U9eOT6Pv,spotify:track:1dzvje2q7KX8k1U9eOT6Pv,https://api.spotify.com/v1/tracks/1dzvje2q7KX8k1U9eOT6Pv,https://api.spotify.com/v1/audio-analysis/1dzvje2q7KX8k1U9eOT6Pv,206626,4
0.715,0.893,11,-5.841,1,0.0633,0.0036,0.0595,0.192,0.143,135.014,audio_features,6L5xbckRDXIf5K1pwTaGkD,spotify:track:6L5xbckRDXIf5K1pwTaGkD,https://api.spotify.com/v1/tracks/6L5xbckRDXIf5K1pwTaGkD,https://api.spotify.com/v1/audio-analysis/6L5xbckRDXIf5K1pwTaGkD,204437,4
0.554,0.968,1,-4.178,1,0.0695,0.0326,4.2e-05,0.304,0.415,74.465,audio_features,17NHXI2CJp7KgdcwcDnRx4,spotify:track:17NHXI2CJp7KgdcwcDnRx4,https://api.spotify.com/v1/tracks/17NHXI2CJp7KgdcwcDnRx4,https://api.spotify.com/v1/audio-analysis/17NHXI2CJp7KgdcwcDnRx4,151590,4
0.715,0.786,0,-9.047,1,0.159,0.0114,0.525,0.117,0.0833,138.002,audio_features,6XmGXRgcSdCGG2u5gSmAJ9,spotify:track:6XmGXRgcSdCGG2u5gSmAJ9,https://api.spotify.com/v1/tracks/6XmGXRgcSdCGG2u5gSmAJ9,https://api.spotify.com/v1/audio-analysis/6XmGXRgcSdCGG2u5gSmAJ9,254836,4
0.627,0.991,5,-8.524,0,0.0416,0.000549,0.845,0.0789,0.261,144.001,audio_features,6iKLdREEci9SyzXl9JNUVk,spotify:track:6iKLdREEci9SyzXl9JNUVk,https://api.spotify.com/v1/tracks/6iKLdREEci9SyzXl9JNUVk,https://api.spotify.com/v1/audio-analysis/6iKLdREEci9SyzXl9JNUVk,258573,4
0.728,0.888,0,-4.355,1,0.0756,0.00606,0.44,0.157,0.603,144.983,audio_features,0IK3zVZ3aBbM0F2uVDl6hH,spotify:track:0IK3zVZ3aBbM0F2uVDl6hH,https://api.spotify.com/v1/tracks/0IK3zVZ3aBbM0F2uVDl6hH,https://api.spotify.com/v1/audio-analysis/0IK3zVZ3aBbM0F2uVDl6hH,139034,4
0.632,0.961,9,-3.972,1,0.0502,0.000946,0.802,0.123,0.0399,125.034,audio_features,1YWLrDcr0yl0GfeDvuGX1z,spotify:track:1YWLrDcr0yl0GfeDvuGX1z,https://api.spotify.com/v1/tracks/1YWLrDcr0yl0GfeDvuGX1z,https://api.spotify.com/v1/audio-analysis/1YWLrDcr0yl0GfeDvuGX1z,239586,4
0.589,0.902,6,-3.478,0,0.0398,0.00574,0.288,0.141,0.255,141.988,audio_features,4Elb9ia3RBhTDtJN8qe29k,spotify:track:4Elb9ia3RBhTDtJN8qe29k,https://api.spotify.com/v1/tracks/4Elb9ia3RBhTDtJN8qe29k,https://api.spotify.com/v1/audio-analysis/4Elb9ia3RBhTDtJN8qe29k,191408,4
0.625,0.942,1,-5.739,0,0.0396,0.193,0.693,0.16,0.459,150.001,audio_features,7zyvQ8sb72g4RuwBpcuGUP,spotify:track:7zyvQ8sb72g4RuwBpcuGUP,https://api.spotify.com/v1/tracks/7zyvQ8sb72g4RuwBpcuGUP,https://api.spotify.com/v1/audio-analysis/7zyvQ8sb72g4RuwBpcuGUP,128100,4
0.691,0.873,7,-10.123,1,0.0484,0.173,0.872,0.118,0.183,135.017,audio_features,4NGwhkwJzROYFJKNFmFHus,spotify:track:4NGwhkwJzROYFJKNFmFHus,https://api.spotify.com/v1/tracks/4NGwhkwJzROYFJKNFmFHus,https://api.spotify.com/v1/audio-analysis/4NGwhkwJzROYFJKNFmFHus,192000,4
0.78,0.986,7,-3.446,1,0.0594,0.0214,0.851,0.12,0.397,130.007,audio_features,3NWMxXgzWvtO3j8o9eFkOi,spotify:track:3NWMxXgzWvtO3j8o9eFkOi,https://api.spotify.com/v1/tracks/3NWMxXgzWvtO3j8o9eFkOi,https://api.spotify.com/v1/audio-analysis/3NWMxXgzWvtO3j8o9eFkOi,225346,4
0.487,0.851,1,-8.485,1,0.0415,0.000901,0.779,0.0801,0.0392,125.013,audio_features,7forHzaRLmfW3a93TkL2Fu,spotify:track:7forHzaRLmfW3a93TkL2Fu,https://api.spotify.com/v1/tracks/7forHzaRLmfW3a93TkL2Fu,https://api.spotify.com/v1/audio-analysis/7forHzaRLmfW3a93TkL2Fu,222720,4
0.58,0.923,2,-6.599,1,0.0427,0.000581,0.55,0.346,0.119,135.989,audio_features,1TjZTPkdqO3OCo7DX10a0l,spotify:track:1TjZTPkdqO3OCo7DX10a0l,https://api.spotify.com/v1/tracks/1TjZTPkdqO3OCo7DX10a0l,https://api.spotify.com/v1/audio-analysis/1TjZTPkdqO3OCo7DX10a0l,232941,4
0.705,0.957,11,-6.026,1,0.0406,0.00947,0.835,0.125,0.0615,133.007,audio_features,3w5ugWaYMy17jjyUXNA7yq,spotify:track:3w5ugWaYMy17jjyUXNA7yq,https://api.spotify.com/v1/tracks/3w5ugWaYMy17jjyUXNA7yq,https://api.spotify.com/v1/audio-analysis/3w5ugWaYMy17jjyUXNA7yq,407820,4
0.716,0.935,0,-6.013,0,0.0365,0.0018,0.566,0.0834,0.0536,134.007,audio_features,3m8eUHDngXI6qow0KG5qrO,spotify:track:3m8eUHDngXI6qow0KG5qrO,https://api.spotify.com/v1/tracks/3m8eUHDngXI6qow0KG5qrO,https://api.spotify.com/v1/audio-analysis/3m8eUHDngXI6qow0KG5qrO,144179,4
0.518,0.884,7,-5.73,1,0.0818,0.128,0.64,0.109,0.0584,160.024,audio_features,0aMonkh8OKgqx1K0viRHRT,spotify:track:0aMonkh8OKgqx1K0viRHRT,https://api.spotify.com/v1/tracks/0aMonkh8OKgqx1K0viRHRT,https://api.spotify.com/v1/audio-analysis/0aMonkh8OKgqx1K0viRHRT,409000,4
0.866,0.828,8,-8.704,1,0.203,0.203,0.522,0.123,0.543,133.007,audio_features,0aU22Lo6IuNHpe3pG2p6vt,spotify:track:0aU22Lo6IuNHpe3pG2p6vt,https://api.spotify.com/v1/tracks/0aU22Lo6IuNHpe3pG2p6vt,https://api.spotify.com/v1/audio-analysis/0aU22Lo6IuNHpe3pG2p6vt,183333,4
0.735,0.977,11,-5.638,0,0.0669,0.00278,0.884,0.0961,0.171,133.996,audio_features,24ODAgW6PvaHTl7QUgaoqk,spotify:track:24ODAgW6PvaHTl7QUgaoqk,https://api.spotify.com/v1/tracks/24ODAgW6PvaHTl7QUgaoqk,https://api.spotify.com/v1/audio-analysis/24ODAgW6PvaHTl7QUgaoqk,415522,4
0.789,0.957,7,-6.644,1,0.0599,0.0261,0.848,0.109,0.409,132.004,audio_features,73TeOQxZq4VMxooPmZ4KEr,spotify:track:73TeOQxZq4VMxooPmZ4KEr,https://api.spotify.com/v1/tracks/73TeOQxZq4VMxooPmZ4KEr,https://api.spotify.com/v1/audio-analysis/73TeOQxZq4VMxooPmZ4KEr,386364,4
0.644,0.961,6,-4.213,0,0.167,0.00758,0.0015,0.344,0.671,150.046,audio_features,2HaHE0atvHTRKvIzrAnUCD,spotify:track:2HaHE0atvHTRKvIzrAnUCD,https://api.spotify.com/v1/tracks/2HaHE0atvHTRKvIzrAnUCD,https://api.spotify.com/v1/audio-analysis/2HaHE0atvHTRKvIzrAnUCD,146000,4
0.631,0.978,2,-5.355,1,0.0487,0.00372,0.883,0.167,0.0382,134.951,audio_features,6PSArspq6JShGfIiE0kGWJ,spotify:track:6PSArspq6JShGfIiE0kGWJ,https://api.spotify.com/v1/tracks/6PSArspq6JShGfIiE0kGWJ,https://api.spotify.com/v1/audio-analysis/6PSArspq6JShGfIiE0kGWJ,240000,4
0.458,0.99,10,-5.883,0,0.0593,6.04e-05,0.884,0.129,0.552,155.946,audio_features,22bTukupwvCWePqS9aGhTb,spotify:track:22bTukupwvCWePqS9aGhTb,https://api.spotify.com/v1/tracks/22bTukupwvCWePqS9aGhTb,https://api.spotify.com/v1/audio-analysis/22bTukupwvCWePqS9aGhTb,268462,4
0.788,0.915,7,-4.904,1,0.0431,0.000695,0.839,0.0962,0.0934,132.005,audio_features,7BbdmhlX1kVgFrn1YlKJG2,spotify:track:7BbdmhlX1kVgFrn1YlKJG2,https://api.spotify.com/v1/tracks/7BbdmhlX1kVgFrn1YlKJG2,https://api.spotify.com/v1/audio-analysis/7BbdmhlX1kVgFrn1YlKJG2,509091,4
0.656,0.84,6,-7.201,1,0.0758,6.86e-06,0.691,0.247,0.0465,136.009,audio_features,7A8ec8nBw1BEwGgdSL5H90,spotify:track:7A8ec8nBw1BEwGgdSL5H90,https://api.spotify.com/v1/tracks/7A8ec8nBw1BEwGgdSL5H90,https://api.spotify.com/v1/audio-analysis/7A8ec8nBw1BEwGgdSL5H90,377419,4
0.636,0.92,6,-6.431,0,0.0523,0.00308,0.0494,0.317,0.787,147.087,audio_features,2XkBuHS0au2RqG2MQV7NXi,spotify:track:2XkBuHS0au2RqG2MQV7NXi,https://api.spotify.com/v1/tracks/2XkBuHS0au2RqG2MQV7NXi,https://api.spotify.com/v1/audio-analysis/2XkBuHS0au2RqG2MQV7NXi,155394,4
0.779,0.903,11,-10.055,0,0.0436,0.0053,0.887,0.126,0.124,137.014,audio_features,5NLu9XiiF80Txfg2Pl8zE8,spotify:track:5NLu9XiiF80Txfg2Pl8zE8,https://api.spotify.com/v1/tracks/5NLu9XiiF80Txfg2Pl8zE8,https://api.spotify.com/v1/audio-analysis/5NLu9XiiF80Txfg2Pl8zE8,370824,4
0.761,0.947,10,-5.416,0,0.172,0.00129,0.87,0.219,0.306,138.014,audio_features,3WMSOkdBmgxgkQkZkkgqZc,spotify:track:3WMSOkdBmgxgkQkZkkgqZc,https://api.spotify.com/v1/tracks/3WMSOkdBmgxgkQkZkkgqZc,https://api.spotify.com/v1/audio-analysis/3WMSOkdBmgxgkQkZkkgqZc,241771,4
0.766,0.838,0,-5.895,1,0.0767,0.269,0.194,0.158,0.412,140.021,audio_features,1jskS0QmpYtvf9yNcN9qzg,spotify:track:1jskS0QmpYtvf9yNcN9qzg,https://api.spotify.com/v1/tracks/1jskS0QmpYtvf9yNcN9qzg,https://api.spotify.com/v1/audio-analysis/1jskS0QmpYtvf9yNcN9qzg,164754,4
0.748,0.977,7,-5.093,1,0.0425,0.0405,0.892,0.352,0.242,129.998,audio_features,3yyUCi2aug4daXsYQa4x1L,spotify:track:3yyUCi2aug4daXsYQa4x1L,https://api.spotify.com/v1/tracks/3yyUCi2aug4daXsYQa4x1L,https://api.spotify.com/v1/audio-analysis/3yyUCi2aug4daXsYQa4x1L,240000,4
0.569,0.971,10,-5.941,0,0.0491,0.0018,0.635,0.277,0.352,126.016,audio_features,4JMRbljKI4iLh4UZ4yRpyz,spotify:track:4JMRbljKI4iLh4UZ4yRpyz,https://api.spotify.com/v1/tracks/4JMRbljKI4iLh4UZ4yRpyz,https://api.spotify.com/v1/audio-analysis/4JMRbljKI4iLh4UZ4yRpyz,253929,4
0.594,0.978,2,-7.598,1,0.0634,0.0028,0.639,0.112,0.154,145.014,audio_features,04GyfkxwKrbaa9qrZTu3Pa,spotify:track:04GyfkxwKrbaa9qrZTu3Pa,https://api.spotify.com/v1/tracks/04GyfkxwKrbaa9qrZTu3Pa,https://api.spotify.com/v1/audio-analysis/04GyfkxwKrbaa9qrZTu3Pa,381119,4
0.765,0.941,6,-9.783,0,0.0612,0.0578,0.932,0.107,0.0551,135.003,audio_features,7yjOcwS2yfuxJPYuzSAPVL,spotify:track:7yjOcwS2yfuxJPYuzSAPVL,https://api.spotify.com/v1/tracks/7yjOcwS2yfuxJPYuzSAPVL,https://api.spotify.com/v1/audio-analysis/7yjOcwS2yfuxJPYuzSAPVL,384387,4
0.658,0.753,1,-11.668,1,0.0301,0.35,0.696,0.107,0.0339,130.01,audio_features,4hy6D6HomELGqmQOEYGrPt,spotify:track:4hy6D6HomELGqmQOEYGrPt,https://api.spotify.com/v1/tracks/4hy6D6HomELGqmQOEYGrPt,https://api.spotify.com/v1/audio-analysis/4hy6D6HomELGqmQOEYGrPt,214895,4
0.603,0.982,11,-6.55,1,0.198,0.0115,0.393,0.11,0.306,154.948,audio_features,4Q6TuhtBOgaV0m8mlccIpU,spotify:track:4Q6TuhtBOgaV0m8mlccIpU,https://api.spotify.com/v1/tracks/4Q6TuhtBOgaV0m8mlccIpU,https://api.spotify.com/v1/audio-analysis/4Q6TuhtBOgaV0m8mlccIpU,192000,4
0.671,0.783,8,-5.641,1,0.132,0.178,8.34e-05,0.129,0.301,144.92,audio_features,147hiQi8wu8SimEk0FAfzD,spotify:track:147hiQi8wu8SimEk0FAfzD,https://api.spotify.com/v1/tracks/147hiQi8wu8SimEk0FAfzD,https://api.spotify.com/v1/audio-analysis/147hiQi8wu8SimEk0FAfzD,155165,4
0.655,0.997,10,-5.156,0,0.103,0.000901,0.869,0.108,0.0648,136.013,audio_features,0bfeRvbX6Y7BU13QqeA7wf,spotify:track:0bfeRvbX6Y7BU13QqeA7wf,https://api.spotify.com/v1/tracks/0bfeRvbX6Y7BU13QqeA7wf,https://api.spotify.com/v1/audio-analysis/0bfeRvbX6Y7BU13QqeA7wf,377868,4
0.695,0.95,6,-8.43,1,0.105,0.000327,0.881,0.324,0.184,131.988,audio_features,2N0F739pJcD6b4uQe6NxDr,spotify:track:2N0F739pJcD6b4uQe6NxDr,https://api.spotify.com/v1/tracks/2N0F739pJcD6b4uQe6NxDr,https://api.spotify.com/v1/audio-analysis/2N0F739pJcD6b4uQe6NxDr,298182,4
0.65,0.983,7,-7.574,1,0.0621,0.0536,0.687,0.324,0.462,139.993,audio_features,6dyfsauAoa5qN0tj9JKamE,spotify:track:6dyfsauAoa5qN0tj9JKamE,https://api.spotify.com/v1/tracks/6dyfsauAoa5qN0tj9JKamE,https://api.spotify.com/v1/audio-analysis/6dyfsauAoa5qN0tj9JKamE,237000,4
0.663,0.986,11,-5.361,0,0.0755,0.00157,0.761,0.0478,0.562,140.04,audio_features,6PaOqdSDriCiOvr4WqZsR7,spotify:track:6PaOqdSDriCiOvr4WqZsR7,https://api.spotify.com/v1/tracks/6PaOqdSDriCiOvr4WqZsR7,https://api.spotify.com/v1/audio-analysis/6PaOqdSDriCiOvr4WqZsR7,134143,4
0.743,0.851,2,-5.457,1,0.195,0.0121,0.00382,0.0604,0.745,135.969,audio_features,5AWGyFvWNof3Knq7QrN3jD,spotify:track:5AWGyFvWNof3Knq7QrN3jD,https://api.spotify.com/v1/tracks/5AWGyFvWNof3Knq7QrN3jD,https://api.spotify.com/v1/audio-analysis/5AWGyFvWNof3Knq7QrN3jD,168529,4
0.753,0.978,7,-5.466,1,0.0888,0.00703,0.701,0.308,0.311,132.005,audio_features,63mFPNs3UaFmBB55YiW0it,spotify:track:63mFPNs3UaFmBB55YiW0it,https://api.spotify.com/v1/tracks/63mFPNs3UaFmBB55YiW0it,https://api.spotify.com/v1/audio-analysis/63mFPNs3UaFmBB55YiW0it,254769,4
0.62,0.701,1,-9.663,1,0.0445,0.000809,0.865,0.119,0.187,134.999,audio_features,6BqmhyqTFbAXD5M8WnqhIM,spotify:track:6BqmhyqTFbAXD5M8WnqhIM,https://api.spotify.com/v1/tracks/6BqmhyqTFbAXD5M8WnqhIM,https://api.spotify.com/v1/audio-analysis/6BqmhyqTFbAXD5M8WnqhIM,405439,4
